no,IP address,CVE ID,vulnerability title,vulnerability description,cvss score,cvss severity,solution,reference
1820,172.16.41.161,CVE-2025-46404,CVE-2025-46404,A denial of service vulnerability exists in the lasso_provider_verify_saml_signature functionality of Entr&#39;ouvert Lasso 2.5.1. A specially crafted SAML response can lead to a denial of service....,7.5,HIGH,Update to latest version,https://talosintelligence.com/vulnerability_reports/TALOS-2025-2194
1821,10.10.10.105,CVE-2017-4116,CVE-2017-4116,N/A,N/A,N/A,Update to latest version,
1822,10.10.10.37,CVE-2015-4174,CVE-2015-4174,Cross-site scripting (XSS) vulnerability in the integrated web server on the Siemens Climatix BACnet/IP communication module with firmware before 10.34 allows remote attackers to inject arbitrary w...,N/A,N/A,Update to latest version,http://www.siemens.com/innovation/pool/de/forschungsfelder/siemens_security_advisory_ssa-142512.pdf
1823,10.20.10.16,CVE-2022-20042,CVE-2022-20042,"In Bluetooth, there is a possible information disclosure due to incorrect error handling. This could lead to local information disclosure with no additional execution privileges needed. User intera...",N/A,N/A,Update to latest version,https://corp.mediatek.com/product-security-bulletin/February-2022
1824,172.16.41.73,CVE-2014-6512,CVE-2014-6512,"Unspecified vulnerability in Oracle Java SE 5.0u71, 6u81, 7u67, and 8u20; Java SE Embedded 7u60; and JRockit R27.8.3 and R28.3.3 allows remote attackers to affect integrity via unknown vectors rela...",N/A,N/A,Update to latest version,http://secunia.com/advisories/60414
1825,172.16.41.40,CVE-2022-20840,CVE-2022-20840,"Multiple vulnerabilities in the web-based management interface of Cisco Firepower Management Center (FMC) Software could allow an authenticated, remote attacker to conduct a stored cross-site scrip...",4.8,MEDIUM,Update to latest version,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-fmc-xss-LATZYzxs
1826,172.16.41.68,CVE-2023-6677,SQLi in Oduyo Online Collection Software,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Oduyo Financial Technology Online Collection allows SQL Injection.This issue affects Online Col...,9.8,CRITICAL,Update to latest version,https://www.usom.gov.tr/bildirim/tr-24-0100
1827,10.20.10.160,CVE-2016-2207,CVE-2016-2207,The AntiVirus Decomposer engine in Symantec Advanced Threat Protection (ATP); Symantec Data Center Security:Server (SDCS:S) 6.x through 6.6 MP1; Symantec Web Gateway; Symantec Endpoint Protection (...,N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/91434
1828,10.20.10.52,CVE-2023-38608,CVE-2023-38608,The issue was addressed with additional permissions checks. This issue is fixed in macOS Ventura 13.5. An app may be able to access user-sensitive data.,N/A,N/A,Update to latest version,https://support.apple.com/en-us/HT213843
1829,172.16.41.108,CVE-2008-6761,CVE-2008-6761,Static code injection vulnerability in admin/install.php in Flexcustomer 0.0.6 might allow remote attackers to inject arbitrary PHP code into const.inc.php via the installdbname parameter (aka the ...,N/A,N/A,Update to latest version,https://exchange.xforce.ibmcloud.com/vulnerabilities/47652
1830,172.16.41.1,CVE-2023-45292,Captcha verification bypass in github.com/mojocn/base64Captcha,"When using the default implementation of Verify to check a Captcha, verification can be bypassed. For example, if the first parameter is a non-existent id, the second parameter is an empty string, ...",N/A,N/A,Update to latest version,https://github.com/mojocn/base64Captcha/issues/120
1831,172.16.41.198,CVE-2018-18605,CVE-2018-18605,"A heap-based buffer over-read issue was discovered in the function sec_merge_hash_lookup in merge.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.31, be...",N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/105754
1832,10.10.10.193,CVE-2012-2029,CVE-2012-2029,"Adobe Shockwave Player before 11.6.5.635 allows attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2012...",N/A,N/A,Update to latest version,http://secunia.com/advisories/49086
1833,172.16.41.36,CVE-2024-5687,CVE-2024-5687,"If a specific sequence of actions is performed when opening a new tab, the triggering principal associated with the new tab may have been incorrect. The triggering principal is used to calculate ma...",N/A,N/A,Update to latest version,https://bugzilla.mozilla.org/show_bug.cgi?id=1889066
1834,10.20.10.200,CVE-2002-0508,CVE-2002-0508,wwwisis 3.45 and earlier allows remote attackers to execute arbitrary commands and read files via the parameters (1) prolog or (2) epilog.,N/A,N/A,Update to latest version,http://online.securityfocus.com/archive/1/265456
1835,10.20.10.98,CVE-2021-36066,Adobe Photoshop U3D File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability,Adobe Photoshop versions 21.2.10 (and earlier) and 22.4.3 (and earlier) are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the curr...,7.8,HIGH,Update to latest version,https://helpx.adobe.com/security/products/photoshop/apsb21-68.html
1836,10.20.10.234,CVE-2007-1380,CVE-2007-1380,"The php_binary serialization handler in the session extension in PHP before 4.4.5, and 5.x before 5.2.1, allows context-dependent attackers to obtain sensitive information (memory contents) via a s...",N/A,N/A,Update to latest version,http://www.vupen.com/english/advisories/2007/1991
1837,172.16.41.185,CVE-2024-51427,CVE-2024-51427,An issue in the PepeGxng smart contract (which can be run on the Ethereum blockchain) allows remote attackers to have an unspecified impact via the mint function. NOTE: this is disputed by third pa...,N/A,N/A,Update to latest version,https://github.com/Wzy-source/Gala/blob/main/CVEs/PepeGxng_0x5d8d1f28cad84fad8d2fea9fdd4ab5022d23b0fe.md
1838,10.20.10.188,CVE-2014-3320,CVE-2014-3320,Multiple open redirect vulnerabilities in the admin web interface in the web framework in Cisco Unified Communications Domain Manager (CDM) 8.1(.4) and earlier allow remote attackers to redirect us...,N/A,N/A,Update to latest version,http://www.securitytracker.com/id/1030613
1839,172.16.41.244,CVE-2025-57203,CVE-2025-57203,MagicProject AI version 9.1 is affected by a Cross-Site Scripting (XSS) vulnerability within the chatbot generation feature available to authenticated admin users. The vulnerability resides in the ...,N/A,N/A,Update to latest version,https://codecanyon.net/item/magicai-openai-content-text-image-chat-code-generator-as-saas/45408109
1840,10.20.10.20,CVE-2006-4259,CVE-2006-4259,Cross-site scripting (XSS) vulnerability in index.php in Fotopholder 1.8 allows remote attackers to inject arbitrary web script or HTML via the path parameter.  NOTE: this might be resultant from a...,N/A,N/A,Update to latest version,http://securityreason.com/securityalert/1421
1841,10.10.10.233,CVE-2021-42363,Preview E-Mails for WooCommerce <= 1.6.8 Reflected Cross-Site Scripting,The Preview E-Mails for WooCommerce WordPress plugin is vulnerable to Reflected Cross-Site Scripting via the search_order parameter found in the ~/views/form.php file which allows attackers to inje...,6.1,MEDIUM,Update to latest version,https://plugins.trac.wordpress.org/changeset/2625941/woo-preview-emails/trunk/views/form.php
1842,10.20.10.227,CVE-2016-0238,CVE-2016-0238,"IBM Security Guardium 9.0, 9.1, 9.5, 10.0, and 10.1 transmits sensitive data in cleartext in the query of the request. This could allow an attacker to obtain sensitive information using man in the ...",N/A,N/A,Update to latest version,https://exchange.xforce.ibmcloud.com/vulnerabilities/110409
1843,10.20.10.66,CVE-2024-31630,CVE-2024-31630,N/A,N/A,N/A,Update to latest version,
1844,10.20.10.241,CVE-2005-1810,CVE-2005-1810,"SQL injection vulnerability in template-functions-category.php in WordPress 1.5.1 allows remote attackers to execute arbitrary SQL commands via the $cat_ID variable, as demonstrated using the cat p...",N/A,N/A,Update to latest version,http://bugs.gentoo.org/show_bug.cgi?id=94512
1845,172.16.41.74,CVE-2022-4057,Autoptimize < 3.1.0 - Sensitive Data Disclosure,The Autoptimize WordPress plugin before 3.1.0 uses an easily guessable path to store plugin's exported settings and logs.,N/A,N/A,Update to latest version,https://wpscan.com/vulnerability/95ee1b9c-1971-4c35-8527-5764e9ed64af
1846,172.16.41.96,CVE-2018-5274,CVE-2018-5274,"In Malwarebytes Premium 3.3.1.2183, the driver file (FARFLT.SYS) allows local users to cause a denial of service (BSOD) or possibly have unspecified other impact because of not validating input val...",N/A,N/A,Update to latest version,https://github.com/ZhiyuanWang-Chengdu-Qihoo360/Malwarebytes_POC/tree/master/0x9C40E024
1847,172.16.41.8,CVE-2025-11996,Find Unused Images <= 1.0.7 - Missing Authorization to Unauthenticated Arbitrary Attachment Deletion,The Find Unused Images plugin for WordPress is vulnerable to unauthorized loss of data due to a missing capability check on the fui_delete_image() and fui_delete_all_images() functiosn in all versi...,5.3,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/3aa1964e-97e9-4166-89d5-788b336790b6?source=cve
1848,172.16.41.70,CVE-2021-31875,CVE-2021-31875,"In mjs_json.c in Cesanta MongooseOS mJS 1.26, a maliciously formed JSON string can trigger an off-by-one heap-based buffer overflow in mjs_json_parse, which can potentially lead to redirection of c...",N/A,N/A,Update to latest version,https://huntr.dev/bounties/1-other-mjs/
1849,172.16.41.92,CVE-2025-23844,WordPress Custom Widget Classes plugin <= 1.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in wellwisher Custom Widget Classes allows Cross Site Request Forgery.This issue affects Custom Widget Classes: from n/a through 1.1.,7.1,HIGH,Update to latest version,https://patchstack.com/database/wordpress/plugin/custom-widget-classes/vulnerability/wordpress-custom-widget-classes-plugin-1-1-csrf-to-stored-xss-vulnerability?_s_id=cve
1850,172.16.41.171,CVE-2024-9443,Basticom Framework <= 1.5.0 - Authenticated (Author+) Stored Cross-Site Scripting via SVG File Upload,"The Basticom Framework plugin for WordPress is vulnerable to Stored Cross-Site Scripting via SVG File uploads in all versions up to, and including, 1.5.0 due to insufficient input sanitization and ...",6.4,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/3dd3dc4b-e936-46a4-8d65-5f4bf05b2374?source=cve
1851,172.16.41.154,CVE-2018-20570,CVE-2018-20570,jp2_encode in jp2/jp2_enc.c in JasPer 2.0.14 has a heap-based buffer over-read.,N/A,N/A,Update to latest version,https://lists.debian.org/debian-lts-announce/2019/01/msg00003.html
1852,172.16.41.92,CVE-2025-54136,Cursor's Modification of MCP Server Definitions Bypasses Manual Re-approvals,"Cursor is a code editor built for programming with AI. In versions 1.2.4 and below, attackers can achieve remote and persistent code execution by modifying an already trusted MCP configuration file...",7.2,HIGH,Update to latest version,https://github.com/cursor/cursor/security/advisories/GHSA-24mc-g4xr-4395
1853,10.10.10.85,CVE-2020-36625,destiny.gg chat main.go websocket.Upgrader cross-site request forgery,A vulnerability was found in destiny.gg chat. It has been rated as problematic. This issue affects the function websocket.Upgrader of the file main.go. The manipulation leads to cross-site request ...,4.3,MEDIUM,Update to latest version,https://github.com/destinygg/chat/pull/35
1854,10.20.10.71,CVE-2024-12267,Drag and Drop Multiple File Upload – Contact Form 7 <= 1.3.8.5 - Limited Arbitrary File Deletion,The Drag and Drop Multiple File Upload – Contact Form 7 plugin for WordPress is vulnerable to limited arbitrary file deletion due to insufficient file path validation in the dnd_codedropz_upload_de...,5.3,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/00ec7251-3be1-411a-b38e-1782d1691e18?source=cve
1855,172.16.41.131,CVE-2022-1469,FiboSearch < 1.18.0 - Admin+ Stored Cross-Site Scripting,"The FiboSearch WordPress plugin before 1.17.0 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform Stored Cross-Site Scripting attacks ...",N/A,N/A,Update to latest version,https://wpscan.com/vulnerability/88869380-173d-4d4f-81d8-3c20add5f98d
1856,10.20.10.118,CVE-2020-7921,Administrative action may disable enforcement of per-user IP whitelisting,"
Improper serialization of internal state in the authorization subsystem in MongoDB Server's authorization subsystem permits a user with valid credentials to bypass IP whitelisting protection mecha...",4.6,MEDIUM,Update to latest version,https://jira.mongodb.org/browse/SERVER-45472
1857,10.10.10.119,CVE-2022-41738,IBM Spectrum Scale security bypass,IBM Storage Scale Container Native Storage Access 5.1.2.1 -through 5.1.7.0 could allow an attacker to initiate connections to containers from external networks.  IBM X-Force ID:  237812.,7.5,HIGH,Update to latest version,https://www.ibm.com/support/pages/node/7095312
1858,172.16.41.123,CVE-2024-31630,CVE-2024-31630,N/A,N/A,N/A,Update to latest version,
1859,172.16.41.37,CVE-2016-1000221,CVE-2016-1000221,"Logstash prior to version 2.3.4, Elasticsearch Output plugin would log to file HTTP authorization headers which could contain sensitive information.",N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/99126
1860,10.10.10.7,CVE-2024-38625,fs/ntfs3: Check 'folio' pointer for NULL,"In the Linux kernel, the following vulnerability has been resolved:

fs/ntfs3: Check 'folio' pointer for NULL

It can be NULL if bmap is called.",N/A,N/A,Update to latest version,https://git.kernel.org/stable/c/6c8054d590668629bb2eb6fb4cbf22455d08ada8
1861,10.10.10.171,CVE-2022-30180,Azure RTOS GUIX Studio Information Disclosure Vulnerability,Azure RTOS GUIX Studio Information Disclosure Vulnerability,7.8,HIGH,Update to latest version,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-30180
1862,10.10.10.241,CVE-2023-20015,"Cisco Firepower 4100 Series, Firepower 9300 Security Appliances, and UCS Fabric Interconnects Command Injection Vulnerability","A vulnerability in the CLI of Cisco Firepower 4100 Series, Cisco Firepower 9300 Security Appliances, and Cisco UCS 6200, 6300, 6400, and 6500 Series Fabric Interconnects could allow an authenticate...",6,MEDIUM,Update to latest version,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-nxfp-cmdinj-XXBZjtR
1863,10.10.10.6,CVE-2025-6353,code-projects Responsive Blog search.php cross site scripting,A vulnerability classified as problematic was found in code-projects Responsive Blog 1.0. Affected by this vulnerability is an unknown functionality of the file /search.php. The manipulation of the...,3.5,LOW,Update to latest version,https://vuldb.com/?id.313345
1864,172.16.41.149,CVE-2025-3634,Moodle: moodle allows course self-enrolment before completing mfa,"A security vulnerability was discovered in Moodle that allows students to enroll themselves in courses without completing all the necessary safety checks. Specifically, users can sign up for course...",4.3,MEDIUM,Update to latest version,https://access.redhat.com/security/cve/CVE-2025-3634
1865,10.20.10.247,CVE-2020-7856,CVE-2020-7856,A vulnerability of Helpcom could allow an unauthenticated attacker to execute arbitrary command. This vulnerability exists due to insufficient authentication validation.,7.5,HIGH,Update to latest version,https://www.boho.or.kr/krcert/secNoticeView.do?bulletin_writing_sequence=36003
1866,10.10.10.250,CVE-2019-0801,CVE-2019-0801,"A remote code execution vulnerability exists when Microsoft Office fails to properly handle certain files.To exploit the vulnerability, an attacker would have to convince a user to open a specially...",N/A,N/A,Update to latest version,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0801
1867,10.20.10.235,CVE-2022-44520,Acrobat Reader | Use After Free (CWE-416),"Acrobat Reader DC version 22.001.20085 (and earlier), 20.005.3031x (and earlier) and 17.012.30205 (and earlier) are affected by a use-after-free vulnerability that could result in arbitrary code ex...",7.8,HIGH,Update to latest version,https://helpx.adobe.com/security/products/acrobat/apsb22-16.html
1868,172.16.41.146,CVE-2007-2864,CVE-2007-2864,Stack-based buffer overflow in the Anti-Virus engine before content update 30.6 in multiple CA (formerly Computer Associates) products allows remote attackers to execute arbitrary code via a large ...,N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/24330
1869,10.10.10.202,CVE-2022-1469,FiboSearch < 1.18.0 - Admin+ Stored Cross-Site Scripting,"The FiboSearch WordPress plugin before 1.17.0 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform Stored Cross-Site Scripting attacks ...",N/A,N/A,Update to latest version,https://wpscan.com/vulnerability/88869380-173d-4d4f-81d8-3c20add5f98d
1870,10.20.10.125,CVE-2022-20652,Cisco Tetration Command Injection Vulnerability,"A vulnerability in the web-based management interface and in the API subsystem of Cisco&nbsp;Tetration could allow an authenticated, remote attacker to inject arbitrary commands to be executed with...",6.5,MEDIUM,Update to latest version,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-tetr-cmd-injc-skrwGO
1871,172.16.41.99,CVE-2023-26000,WordPress Bang tinh vay <= 1.0.1 - Cross Site Scripting (XSS) Vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in hanhdo205 Bang tinh vay allows Stored XSS. This issue affects Bang tinh vay: from n/a through 1...,5.9,MEDIUM,Update to latest version,https://patchstack.com/database/wordpress/plugin/bang-tinh-lai-suat/vulnerability/wordpress-bang-tinh-vay-1-0-1-cross-site-scripting-xss-vulnerability?_s_id=cve
1872,10.20.10.35,CVE-2014-2783,CVE-2014-2783,"Microsoft Internet Explorer 7 through 11 does not prevent use of wildcard EV SSL certificates, which might allow remote attackers to spoof a trust level by leveraging improper issuance of a wildcar...",N/A,N/A,Update to latest version,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2014/ms14-037
1873,10.20.10.180,CVE-2021-35487,CVE-2021-35487,Nokia Broadcast Message Center through 11.1.0 allows an authenticated user to perform a Boolean Blind SQL Injection attack on the endpoint /owui/block/send-receive-updates (for the Manage Alerts pa...,N/A,N/A,Update to latest version,https://www.nokia.com/notices/responsible-disclosure/
1874,10.20.10.184,CVE-2025-23844,WordPress Custom Widget Classes plugin <= 1.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in wellwisher Custom Widget Classes allows Cross Site Request Forgery.This issue affects Custom Widget Classes: from n/a through 1.1.,7.1,HIGH,Update to latest version,https://patchstack.com/database/wordpress/plugin/custom-widget-classes/vulnerability/wordpress-custom-widget-classes-plugin-1-1-csrf-to-stored-xss-vulnerability?_s_id=cve
1875,172.16.41.42,CVE-2021-30724,CVE-2021-30724,"This issue was addressed with improved checks. This issue is fixed in tvOS 14.6, Security Update 2021-004 Mojave, iOS 14.6 and iPadOS 14.6, Security Update 2021-003 Catalina, macOS Big Sur 11.4, wa...",N/A,N/A,Update to latest version,https://support.apple.com/en-us/HT212528
1876,10.20.10.228,CVE-2025-3314,SourceCodester Apartment Visitor Management System forgotpw.php sql injection,A vulnerability has been found in SourceCodester Apartment Visitor Management System 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /forgotpw...,7.3,HIGH,Update to latest version,https://vuldb.com/?id.303511
1877,10.10.10.103,CVE-2006-5562,CVE-2006-5562,PHP remote file inclusion vulnerability in include/database.php in SourceForge (aka alexandria) 1.0.4 allows remote attackers to execute arbitrary PHP code via the sys_dbtype parameter.,N/A,N/A,Update to latest version,https://exchange.xforce.ibmcloud.com/vulnerabilities/29751
1878,10.20.10.131,CVE-2015-5868,CVE-2015-5868,"The kernel in Apple iOS before 9 allows local users to gain privileges or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-5896 and CVE...",N/A,N/A,Update to latest version,http://www.securitytracker.com/id/1033609
1879,10.20.10.244,CVE-2006-2887,CVE-2006-2887,Multiple SQL injection vulnerabilities in myNewsletter 1.1.2 and earlier allow remote attackers to execute arbitrary SQL commands via the UserName parameter in (1) validatelogin.asp or (2) adminlog...,N/A,N/A,Update to latest version,http://www.osvdb.org/26127
1880,10.10.10.167,CVE-2023-52446,bpf: Fix a race condition between btf_put() and map_free(),"In the Linux kernel, the following vulnerability has been resolved:

bpf: Fix a race condition between btf_put() and map_free()

When running `./test_progs -j` in my local vm with latest kernel,
I ...",N/A,N/A,Update to latest version,https://git.kernel.org/stable/c/d048dced8ea5eac6723ae873a40567e6f101ea42
1881,10.10.10.75,CVE-2016-8823,CVE-2016-8823,All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer handler for DxgDdiEscape where the size of an input buffer is not validated leading to a denial of...,N/A,N/A,Update to latest version,http://nvidia.custhelp.com/app/answers/detail/a_id/4278
1882,172.16.41.125,CVE-2007-4739,CVE-2007-4739,"reprepro 1.3.0 through 2.2.3 does not properly verify signatures when updating repositories, which allows remote attackers to construct and distribute an ostensibly valid Release.gpg file by signin...",N/A,N/A,Update to latest version,http://www.debian.org/security/2007/dsa-1394
1883,172.16.41.53,CVE-2025-8869,Fallback tar extraction in pip doesn't check symbolic links point to extraction directory,"When extracting a tar archive pip may not check symbolic links point into the extraction directory if the tarfile module doesn't implement PEP 706.
Note that upgrading pip to a ""fixed"" version for ...",N/A,N/A,Update to latest version,https://github.com/pypa/pip/pull/13550
1884,172.16.41.44,CVE-2025-31373,CVE-2025-31373,N/A,N/A,N/A,Update to latest version,
1885,10.20.10.111,CVE-2013-4198,CVE-2013-4198,"mail_password.py in Plone 2.1 through 4.1, 4.2.x through 4.2.5, and 4.3.x through 4.3.1 allows remote authenticated users to bypass the prohibition on password changes via the forgotten password em...",N/A,N/A,Update to latest version,https://bugzilla.redhat.com/show_bug.cgi?id=978480
1886,10.10.10.127,CVE-2019-3829,CVE-2019-3829,A vulnerability was found in gnutls versions from 3.5.8 before 3.6.7. A memory corruption (double free) vulnerability in the certificate verification API. Any client or server application that veri...,N/A,N/A,Update to latest version,https://www.gnutls.org/security-new.html#GNUTLS-SA-2019-03-27
1887,10.20.10.211,CVE-2020-2589,CVE-2020-2589,Vulnerability in the MySQL Server product of Oracle MySQL (component: InnoDB). Supported versions that are affected are 5.7.28 and prior and 8.0.17 and prior. Easily exploitable vulnerability allow...,N/A,N/A,Update to latest version,https://www.oracle.com/security-alerts/cpujan2020.html
1888,10.10.10.231,CVE-2025-20338,CVE-2025-20338,"A vulnerability in the CLI of Cisco IOS XE Software could allow an authenticated, local attacker with administrative privileges to execute arbitrary commands as root on the underlying operating sys...",6,MEDIUM,Update to latest version,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-arg-inject-EyDDbh4e
1889,172.16.41.157,CVE-2018-2252,CVE-2018-2252,N/A,N/A,N/A,Update to latest version,
1890,10.10.10.114,CVE-2014-6512,CVE-2014-6512,"Unspecified vulnerability in Oracle Java SE 5.0u71, 6u81, 7u67, and 8u20; Java SE Embedded 7u60; and JRockit R27.8.3 and R28.3.3 allows remote attackers to affect integrity via unknown vectors rela...",N/A,N/A,Update to latest version,http://secunia.com/advisories/60414
1891,10.20.10.168,CVE-2024-55563,CVE-2024-55563,"Bitcoin Core through 27.2 allows transaction-relay jamming via an off-chain protocol attack, a related issue to CVE-2024-52913. For example, the outcome of an HTLC (Hashed Timelock Contract) can be...",N/A,N/A,Update to latest version,https://en.bitcoin.it/wiki/Common_Vulnerabilities_and_Exposures
1892,10.10.10.216,CVE-2021-37921,CVE-2021-37921,Zoho ManageEngine ADManager Plus version 7110 and prior allows unrestricted file upload which leads to remote code execution.,N/A,N/A,Update to latest version,https://www.manageengine.com
1893,10.10.10.98,CVE-2016-9779,CVE-2016-9779,N/A,N/A,N/A,Update to latest version,
1894,10.10.10.247,CVE-2025-34112,Riverbed SteelCentral NetProfiler / NetExpress 10.8.7 RCE,An authenticated multi-stage remote code execution vulnerability exists in Riverbed SteelCentral NetProfiler and NetExpress 10.8.7 virtual appliances. A SQL injection vulnerability in the '/api/com...,N/A,N/A,Update to latest version,https://www.exploit-db.com/exploits/40108
1895,10.10.10.71,CVE-2008-6761,CVE-2008-6761,Static code injection vulnerability in admin/install.php in Flexcustomer 0.0.6 might allow remote attackers to inject arbitrary PHP code into const.inc.php via the installdbname parameter (aka the ...,N/A,N/A,Update to latest version,https://exchange.xforce.ibmcloud.com/vulnerabilities/47652
1896,10.20.10.79,CVE-2005-1457,CVE-2005-1457,"Multiple unknown vulnerabilities in the (1) AIM, (2) LDAP, (3) FibreChannel, (4) GSM_MAP, (5) SRVLOC, and (6) NTLMSSP dissectors in Ethereal before 0.10.11 allow remote attackers to cause a denial ...",N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/13504
1897,172.16.41.85,CVE-2018-4047,CVE-2018-4047,"An exploitable privilege escalation vulnerability exists in the helper service of Clean My Mac X, version 4.04, due to improper input validation. An attacker with local access could exploit this vu...",N/A,N/A,Update to latest version,https://www.talosintelligence.com/vulnerability_reports/TALOS-2018-0721
1898,10.10.10.194,CVE-2023-45653,WordPress Video Playlist For YouTube Plugin <= 6.0 is vulnerable to Cross Site Request Forgery (CSRF),Cross-Site Request Forgery (CSRF) vulnerability in Galaxy Weblinks Video Playlist For YouTube plugin <= 6.0 versions.,4.3,MEDIUM,Update to latest version,https://patchstack.com/database/vulnerability/video-playlist-for-youtube/wordpress-video-playlist-for-youtube-plugin-6-0-cross-site-request-forgery-csrf-vulnerability?_s_id=cve
1899,172.16.41.19,CVE-2015-4446,CVE-2015-4446,"Adobe Reader and Acrobat 10.x before 10.1.15 and 11.x before 11.0.12, Acrobat and Acrobat Reader DC Classic before 2015.006.30060, and Acrobat and Acrobat Reader DC Continuous before 2015.008.20082...",N/A,N/A,Update to latest version,http://www.securitytracker.com/id/1032892
1900,10.10.10.243,CVE-2021-4056,CVE-2021-4056,Type confusion in loader in Google Chrome prior to 96.0.4664.93 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,N/A,N/A,Update to latest version,https://chromereleases.googleblog.com/2021/12/stable-channel-update-for-desktop.html
1901,10.10.10.157,CVE-2023-40568,CVE-2023-40568,N/A,N/A,N/A,Update to latest version,
1902,10.10.10.149,CVE-2020-6593,CVE-2020-6593,N/A,N/A,N/A,Update to latest version,
1903,10.10.10.206,CVE-2006-3752,CVE-2006-3752,"Multiple SQL injection vulnerabilities in class.php in Professional Home Page Tools Guestbook allow remote attackers to execute arbitrary SQL commands via the (1) hidemail, (2) name, (3) mail, (4) ...",N/A,N/A,Update to latest version,http://artemis.abenteuer-mittelerde.de/pub/adv02-phptgb.txt
1904,10.10.10.235,CVE-2022-27293,CVE-2022-27293,D-Link DIR-619 Ax v1.00 was discovered to contain a stack overflow in the function formWlanSetup. This vulnerability allows attackers to cause a Denial of Service (DoS) via the webpage parameter.,N/A,N/A,Update to latest version,https://www.dlink.com/en/security-bulletin/
1905,10.20.10.168,CVE-2006-0416,CVE-2006-0416,SleeperChat 0.3f and earlier allows remote attackers to bypass authentication and create new entries via the txt parameter to (1) chat_no.php and (2) chat_if.php.,N/A,N/A,Update to latest version,https://exchange.xforce.ibmcloud.com/vulnerabilities/24357
1906,10.20.10.183,CVE-2019-9972,CVE-2019-9972,"PhoneSystem Terminal in 3CX Phone System (Debian based installation) 16.0.0.1570 allows an authenticated attacker to run arbitrary commands with the phonesystem user privileges because of ""<space><...",N/A,N/A,Update to latest version,https://www.gosecure.net/blog
1907,172.16.41.131,CVE-2014-1482,CVE-2014-1482,"RasterImage.cpp in Mozilla Firefox before 27.0, Firefox ESR 24.x before 24.3, Thunderbird before 24.3, and SeaMonkey before 2.24 does not prevent access to discarded data, which allows remote attac...",N/A,N/A,Update to latest version,http://www.ubuntu.com/usn/USN-2119-1
1908,10.10.10.228,CVE-2018-2593,CVE-2018-2593,"Vulnerability in the PeopleSoft Enterprise PeopleTools component of Oracle PeopleSoft Products (subcomponent: PIA Core Technology). Supported versions that are affected are 8.54, 8.55 and 8.56. Eas...",N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/102581
1909,10.10.10.184,CVE-2021-25317,cups: ownership of /var/log/cups allows the lp user to create files as root,"A Incorrect Default Permissions vulnerability in the packaging of cups of SUSE Linux Enterprise Server 11-SP4-LTSS, SUSE Manager Server 4.0, SUSE OpenStack Cloud Crowbar 9; openSUSE Leap 15.2, Fact...",3.3,LOW,Update to latest version,https://bugzilla.suse.com/show_bug.cgi?id=1184161
1910,10.20.10.160,CVE-2019-14238,CVE-2019-14238,"On STMicroelectronics STM32F7 devices, Proprietary Code Read Out Protection (PCROP) (a software IP protection method) can be defeated with a debug probe via the Instruction Tightly Coupled Memory (...",N/A,N/A,Update to latest version,https://www.usenix.org/system/files/woot19-paper_schink.pdf
